"","sound.files","selec","duration","meanfreq","sd","median","Q25","Q75","IQR","skew","kurt","sp.ent","sfm","mode","centroid","peakf","meanfun","minfun","maxfun","meandom","mindom","maxdom","dfrange","modindx"
"1","voice08.wav","0",20,0.164870521747043,0.0622823815206467,0.147345679012346,0.116234567901235,0.221666666666667,0.105432098765432,2.05331180390491,7.61885299107983,0.922264699971608,0.528208741927435,0.107592592592593,0.164870521747043,0,0.109924020250102,0.0479041916167665,0.274285714285714,0.721417682926829,0,5.5546875,5.5546875,0.141728875906091
